area,bedrooms,bathrooms,stories,parking,price
3536,3,3,2,0,1388464
2351,5,2,1,0,1061351
2994,4,2,1,0,1194618
889,4,3,2,0,510883
3219,4,3,1,1,1292692
2384,1,3,1,1,828058
542,4,1,1,2,387803
753,5,3,1,2,597842
3701,5,1,2,0,1503470
1583,2,2,1,1,688169
3210,1,1,1,2,1114563
3014,5,3,2,2,1352721
2834,3,1,1,2,1036465
3558,1,3,1,2,1178579
2040,1,1,2,0,644300
2453,5,2,2,1,1112453
3325,3,1,1,0,1246834
2892,2,2,1,2,1123237
1141,5,3,2,2,710747
2929,3,2,1,1,1191474
1189,1,3,1,1,633852
1776,3,3,1,0,823181
2450,1,2,2,1,974363
1579,5,2,1,0,847357
1986,5,1,2,0,904314
956,4,1,2,2,553570
1482,4,2,2,0,663946
2630,4,2,2,2,1096761
1622,5,2,1,0,804758
648,2,2,2,0,383663
1852,5,3,1,1,924970
1679,3,2,2,1,654015
689,5,2,2,2,625651
1382,5,2,1,1,804354
2810,1,2,2,0,1011551
3651,1,3,2,2,1246832
899,1,1,1,2,418049
3311,5,1,2,2,1344430
1108,2,1,2,0,526124
3831,3,1,2,1,1461856
2295,3,1,1,2,909576
2138,2,3,2,0,880476
2075,2,1,1,1,744281
3332,3,3,1,1,1320683
2648,4,3,1,2,1169536
1882,1,1,2,0,695428
1903,1,1,2,1,653243
1319,3,1,2,0,581534
3792,2,2,2,1,1261037
1319,4,3,1,2,700944
919,3,1,1,2,541168
623,1,2,2,1,371688
921,5,3,2,0,664284
3802,2,2,1,1,1409814
3634,5,2,2,0,1455426
2008,3,1,2,1,808542
2097,1,3,2,2,804103
1267,4,2,2,0,668514
2544,5,3,2,2,1150690
3030,4,1,2,0,1226649
3066,1,3,1,1,1115872
2702,5,2,1,2,1154616
2639,4,2,1,2,1087619
3529,4,3,1,0,1403862
2049,5,2,2,0,1015247
3002,1,2,2,0,958429
2264,4,2,1,2,980639
2544,3,1,1,1,982774
3145,5,1,1,0,1270906
1009,2,2,1,1,503349
1706,2,3,1,0,742159
885,1,1,2,1,388652
2097,3,3,2,0,868806
2952,4,2,1,1,1219809
2793,2,2,1,2,1088695
1241,1,3,2,0,584891
3208,3,1,2,0,1223889
3197,3,3,2,2,1220513
2411,1,3,1,0,857928
1946,1,2,2,0,789793
1400,4,1,1,2,717811
2612,1,3,1,2,976408
3584,4,1,2,1,1347605
2760,4,2,2,2,1221394
2509,5,1,2,2,1014178
741,3,2,1,0,467003
3040,3,1,2,2,1158669
3784,3,3,2,0,1352574
2885,5,2,1,2,1306332
2520,4,3,2,2,981469
672,4,2,2,1,522662
1171,1,1,1,2,507723
663,5,1,1,2,480146
964,1,2,1,0,433063
3542,5,2,1,0,1381375
996,1,2,1,1,493202
1199,2,1,2,2,735383
2942,3,2,2,0,1149529
1202,3,2,1,2,650802
2440,4,3,2,1,1028242
2855,2,2,2,0,1067239
2291,3,3,1,0,928649
682,4,3,1,1,568540
1128,2,3,1,2,507098
3057,3,1,2,0,1083424
2231,1,3,1,0,888300
1045,5,2,2,1,688999
2087,2,1,2,1,877291
1123,4,1,2,1,640087
1093,2,1,2,2,553388
1243,4,1,1,2,637424
3798,2,1,2,2,1329718
2268,4,1,1,1,993620
1959,3,1,2,0,800538
2448,1,3,1,2,983576
3993,3,2,1,1,1437407
3101,1,2,1,2,1031318
2568,3,3,2,0,986862
3101,3,3,2,0,1201713
2944,2,1,2,1,1113986
3172,5,1,1,0,1218345
604,4,3,2,1,562789
2739,4,1,2,1,1111736
516,4,2,2,1,500110
3691,1,2,1,1,1237815
892,4,1,2,0,546750
924,4,1,2,0,594137
2676,2,1,1,0,951941
3701,3,2,1,0,1314057
1071,4,1,1,1,495412
2576,5,3,1,1,1174876
1620,4,1,1,0,697417
3581,1,3,1,2,1238272
741,1,1,2,2,318757
2779,1,1,2,2,972195
1288,4,2,1,0,771277
3855,2,3,2,1,1419101
1214,5,3,1,1,706993
1258,4,3,2,2,714584
3349,2,2,1,2,1142763
1275,2,3,1,1,550969
3273,4,2,2,2,1247424
2747,4,1,2,2,1137616
3492,2,1,2,1,1254935
578,2,3,2,2,437279
3503,2,1,2,2,1269392
1355,4,1,2,0,638189
3744,2,3,2,2,1325786
3014,1,1,2,0,966469
3128,4,3,1,1,1203453
1939,1,3,2,0,779633
3487,3,1,2,1,1381784
2996,4,1,1,0,1096436
2634,3,1,1,0,973102
2648,2,1,1,0,954544
1531,2,1,1,2,625349
1344,5,2,2,2,799847
3771,2,1,2,2,1302530
586,3,2,1,2,401783
2590,2,3,1,2,1007882
3956,4,1,2,0,1473128
907,2,1,2,2,536224
3211,5,1,2,1,1317131
3588,2,3,2,0,1293792
2168,3,2,1,0,921939
647,3,2,2,1,509105
2824,2,1,1,2,1012032
731,3,1,1,1,427002
2450,3,1,1,0,913644
865,5,1,2,0,620545
3799,4,3,1,0,1453409
2174,5,1,2,1,916924
935,1,3,1,2,490807
898,5,1,2,0,663881
1734,2,2,1,2,808630
1914,4,2,1,0,830244
3046,2,1,2,2,1078969
3087,1,1,2,1,1155993
1062,4,3,1,0,706935
2989,3,1,1,0,1120065
1784,5,1,2,0,769590
1272,2,1,1,1,516283
2897,1,2,2,1,979422
2537,3,3,2,2,1161717
3923,5,2,1,1,1445621
3067,3,3,2,0,1290282
1843,5,2,1,2,907623
2685,4,1,2,1,1030615
2073,3,2,2,2,951239
1491,3,2,1,2,738774
2915,3,3,2,2,1121188
3791,4,3,1,0,1446037
3908,1,2,2,0,1391178
1746,5,3,2,1,898304
859,3,3,2,0,621686
1420,4,3,2,2,748760
2876,1,3,1,2,971698
3509,5,3,2,0,1434960
3010,4,2,2,2,1159967
3493,5,3,2,0,1434144
1462,3,1,1,2,668857
2327,1,2,1,1,805153
3953,4,2,1,1,1574834
3383,1,2,1,0,1144701
2113,3,3,2,0,957118
2140,1,1,2,0,808435
2716,1,3,2,0,1082850
716,2,2,1,0,334329
877,1,2,1,2,335226
618,5,2,2,1,636601
689,4,2,2,2,565756
3314,2,3,2,1,1245515
869,4,1,1,2,534035
2301,4,1,2,2,974767
2696,3,2,2,2,1131858
1151,3,1,1,0,473111
2382,2,2,1,1,933466
2011,3,2,2,0,904865
1269,3,1,1,0,617862
2921,3,2,2,2,1152730
1280,4,1,2,1,668866
2216,2,2,2,1,944084
2707,4,1,2,1,1126196
2898,5,2,1,1,1302159
1811,4,1,1,0,706165
3859,5,2,1,0,1533035
3439,1,2,2,1,1156136
1749,1,2,2,0,671054
1022,5,1,2,1,710400
1021,5,3,1,0,616182
1282,4,2,1,2,800380
2820,5,2,2,2,1281283
1435,2,1,1,1,624460
3973,1,2,1,1,1290298
2730,1,2,1,0,940013
2188,5,2,1,1,983481
987,3,2,2,1,499484
2350,3,3,1,0,1019688
1345,5,3,2,1,778281
2671,2,2,1,1,987522
3532,3,2,2,2,1333348
3337,5,2,2,2,1370391
2961,2,3,1,2,1154822
2503,2,3,2,1,964766
2248,4,1,2,0,995315
3743,2,1,1,2,1273102
3859,3,2,2,1,1421273
1185,3,2,1,2,550170
2660,5,3,2,0,1231583
3435,5,2,1,0,1426791
2669,2,2,1,0,1016493
2067,1,3,1,0,788620
1745,4,3,1,0,831692
538,1,3,1,0,243288
3044,2,3,2,1,1090462
1279,2,1,2,2,621224
1756,1,3,1,0,677761
3490,4,3,2,2,1339038
2696,1,2,2,2,918532
3968,5,2,2,1,1587145
3569,3,2,1,0,1344398
3208,5,1,1,0,1185704
2427,3,3,2,1,1030703
801,2,3,1,1,484694
3931,4,1,1,1,1415116
2785,1,3,2,1,1092486
1146,4,2,1,1,621562
1162,1,1,1,2,392757
2783,5,3,1,1,1200167
2259,5,1,1,0,1046098
2750,1,1,1,0,907727
755,4,3,2,1,519156
1097,1,2,1,1,505510
1161,2,3,1,1,586220
734,5,3,2,1,615053
1868,2,2,2,1,799256
3081,5,3,1,0,1249715
3407,5,3,2,2,1402099
1269,3,3,1,1,692076
3088,2,1,2,1,1063080
712,2,1,1,1,459345
962,3,1,2,0,570068
2983,4,3,1,0,1147694
782,2,2,2,2,538390
1986,1,1,1,2,733409
1930,3,2,1,2,908239
587,2,3,1,2,422771
1567,4,1,2,0,731240
960,2,3,2,2,533926
2825,5,2,1,1,1070020
2968,1,1,1,0,1036755
2224,3,1,1,0,831844
1876,5,1,1,0,910791
3243,4,1,2,1,1341597
1014,5,2,2,0,625322
1202,5,1,2,1,663769
2153,4,3,1,2,1036289
2566,5,1,1,0,1046422
522,3,2,2,1,487462
2960,2,1,2,0,1023440
1553,5,2,2,2,917810
2330,3,2,2,0,933713
2655,2,3,1,2,1053012
3938,2,1,1,0,1380512
1804,5,1,1,1,881775
3699,3,1,2,2,1413233
3800,5,3,1,0,1427200
1634,4,3,2,2,829839
2683,2,2,2,2,1038061
861,5,2,2,1,585024
3757,2,2,2,1,1390639
2676,3,3,2,1,1072187
2399,1,3,1,1,856526
1784,5,3,1,2,972222
1014,5,2,1,2,611927
948,2,3,2,0,464564
2423,3,2,1,0,982313
3675,4,2,2,0,1469691
2006,3,1,1,1,824883
1747,5,1,2,2,793307
2355,4,1,2,2,1040746
1373,3,2,1,0,612270
3020,1,1,2,0,1082037
3581,2,1,1,2,1235317
1928,3,1,1,1,850597
2849,3,3,1,0,1093809
2778,1,2,2,0,948963
2254,5,1,2,2,930321
1422,2,3,2,2,653620
3637,3,3,2,0,1379963
3484,4,3,1,0,1360222
2659,3,1,2,1,1063281
1536,2,3,1,1,748007
1916,3,2,1,1,821233
3047,1,3,2,1,1112486
3479,3,3,2,0,1379344
3145,3,3,1,0,1215050
2781,4,3,2,0,1118142
3149,1,2,1,1,1063593
813,1,1,2,0,257405
3113,3,2,2,2,1167063
3583,4,2,1,1,1285384
2756,3,1,1,2,1074350
2497,3,3,1,1,1084676
1537,2,1,2,0,584057
2156,2,1,2,1,786618
3989,4,2,2,2,1573857
3948,5,1,1,1,1476855
3591,2,3,1,2,1330137
3134,5,2,2,0,1327356
2278,1,3,1,2,837996
1514,2,2,2,0,619767
1593,2,3,1,2,692580
3782,4,1,2,0,1326922
1624,5,1,2,2,861533
1197,2,1,2,0,559143
2679,2,3,1,0,1017684
1904,4,2,1,0,919183
1655,4,2,2,2,813440
1543,5,2,2,2,873779
2429,1,1,2,0,872991
3083,1,3,2,1,1079944
1513,3,2,2,0,761643
726,2,3,2,1,469208
3725,5,2,1,0,1496230
2328,2,1,1,2,813353
1992,5,3,1,1,978087
1321,5,2,1,2,733270
2523,5,2,2,1,1079327
1370,2,2,2,1,696474
2952,4,2,2,1,1210364
2749,2,1,1,1,915851
2585,5,2,1,2,1110634
3489,3,2,2,1,1358652
2295,1,1,1,0,745856
687,5,2,1,0,488350
1580,3,3,2,1,761647
1440,4,3,2,2,815465
3591,5,2,2,2,1420886
2820,3,1,1,1,1080536
3690,5,1,2,2,1458743
3130,2,1,2,2,1146821
3063,3,2,2,2,1078662
3792,2,2,1,1,1333395
1025,2,3,1,0,504965
835,3,1,2,0,490017
3245,1,2,2,0,1090809
1578,3,2,1,0,684852
3047,1,2,1,0,1070755
3447,5,1,2,2,1456385
3313,5,1,1,2,1257671
3083,3,3,2,2,1260557
661,5,1,2,1,594296
1093,4,2,1,2,672635
2438,2,3,2,0,1019026
2706,2,1,2,2,984623
3759,1,1,1,0,1289538
559,5,1,2,2,481476
3462,1,1,1,0,1141356
3890,2,2,2,2,1371880
2401,2,1,2,0,867190
2758,5,2,1,0,1071332
905,4,2,1,1,467909
1163,4,2,1,2,717739
1632,5,3,1,0,759649
1599,5,2,1,2,852222
1041,1,1,1,0,347348
1837,5,3,2,1,903672
1497,4,1,1,1,748315
1640,5,2,2,1,865101
3474,1,1,1,1,1150842
1367,1,3,2,0,647332
2566,1,3,2,2,965316
931,1,1,1,1,455798
1239,3,1,2,1,553227
1873,5,1,2,1,837410
682,2,3,2,2,457691
2660,5,2,1,0,1128163
1706,3,1,1,0,668880
3028,1,2,2,0,1044594
1669,3,3,1,0,828938
1330,4,1,1,2,659280
2151,4,1,2,2,848481
1636,5,3,2,2,813633
3310,5,1,1,1,1412331
975,2,2,1,2,575028
3310,2,3,1,0,1181199
1826,4,3,2,2,948329
1470,1,1,1,1,569020
1519,3,3,1,0,779225
1641,2,1,1,2,618738
2336,2,1,2,0,818651
660,1,3,2,0,443968
2948,1,1,2,2,959737
697,5,2,1,2,572590
1783,3,2,1,1,777664
1159,1,1,2,2,536913
2275,2,2,1,2,899493
1570,2,1,1,2,644398
2510,4,2,1,0,1013973
898,1,3,2,1,414659
2233,5,1,1,0,961595
2082,3,1,1,2,912854
2625,5,1,2,1,1108203
2671,2,1,1,2,1051613
574,5,1,2,0,528750
2684,2,1,1,0,979028
1101,2,3,2,2,582208
3971,2,3,2,1,1404879
1336,2,2,1,0,664879
2028,2,1,1,2,828079
999,4,2,2,2,622730
2096,5,2,1,2,1073755
637,4,3,2,1,567551
2597,4,2,1,2,1018075
2294,1,3,1,2,856873
1472,1,2,1,0,607955
2142,1,1,1,2,847978
2385,3,2,2,1,1098565
2801,1,3,2,2,1051578
2528,5,3,1,1,1164212
3257,4,3,1,2,1286520
2400,5,2,1,2,1035630
3110,1,2,1,2,1008708
3304,3,3,1,1,1285699
1949,3,1,2,0,867925
1046,4,1,2,1,637594
3873,5,2,1,0,1496256
1421,2,2,2,1,702480
1080,5,3,2,2,881538
1872,1,2,1,2,680015
2456,2,2,2,0,815620
2503,3,3,2,0,1048019
2596,4,3,2,1,1177925
3464,4,2,2,1,1276833
3645,3,1,1,0,1335137
1203,1,2,2,0,494044
2808,3,1,2,1,1094242
2903,1,1,2,0,944949
2125,2,1,1,0,738472
3831,3,3,2,0,1374068
1137,1,3,2,0,554475
3290,2,3,2,2,1215783
3866,3,2,1,2,1433287
1509,4,3,1,0,764175
3478,3,3,1,1,1259392
1140,5,2,1,2,705804
3339,3,2,1,1,1258550
3884,5,1,2,1,1553331
3159,2,2,1,2,1232416
2361,3,2,2,1,922326
3356,2,3,1,1,1249541
1705,2,1,1,0,550634
1185,1,1,1,0,498061
2351,2,2,2,0,960165
3935,2,3,2,2,1306914
687,3,3,2,0,469139
2119,3,3,1,1,865845
2187,4,3,1,1,964010
1484,1,2,1,1,563203
1047,2,3,1,1,536918
3272,1,1,1,1,1145966
3473,5,1,1,2,1356212
1931,2,2,2,1,744927
1375,1,3,2,2,612618
1117,4,3,1,1,647437
2961,4,3,2,2,1243970
1865,2,3,2,2,788101
1743,5,2,2,1,906031
1402,4,3,1,1,810271
662,4,2,1,1,430150
2474,5,3,1,1,1139735
3791,1,3,1,0,1345286
769,4,1,2,0,479002
1131,3,2,1,2,661910
1405,4,1,1,2,698471
3971,1,2,1,0,1265001
3753,1,3,2,2,1272322
2514,2,3,2,1,1038440
2141,3,2,2,2,956942
704,1,1,2,2,439414
1081,5,2,2,2,737835
2079,3,2,1,0,848726
1340,3,3,2,0,706115
2336,5,1,2,2,1054404
1751,4,2,1,1,803671
2219,5,1,1,2,968231
2142,5,1,1,0,856449
3143,4,2,2,1,1220792
2797,4,1,1,2,1118117
1374,4,3,2,0,606892
1964,4,3,1,1,888456
2743,4,3,2,2,1228928
1189,5,3,2,0,803861
2510,2,1,2,1,911627
3641,2,3,2,2,1324050
3186,1,2,1,1,1064800
1922,2,3,1,1,773680
2501,2,2,2,1,1022432
1171,5,2,1,0,762760
3774,4,3,2,2,1407776
1671,4,3,1,1,785726
1995,5,1,1,1,820326
1443,2,2,2,1,646468
2746,5,3,2,0,1179381
1949,1,1,1,1,717646
3039,4,3,2,0,1274860
1395,3,3,1,0,706113
2689,1,3,1,1,899403
1836,1,2,1,1,694514
664,5,3,2,0,494414
2861,2,1,2,0,1115143
2568,4,3,1,1,1077666
1605,3,3,2,0,693176
3702,1,1,2,0,1203386
2253,3,1,1,1,901294
3531,2,2,2,1,1310962
2852,2,2,2,2,1150615
2438,3,2,1,1,979545
870,4,2,2,1,559308
2380,2,1,1,1,913253
1352,3,3,2,2,748481
883,1,3,2,0,450838
2431,3,3,1,1,1044781
2992,3,2,1,1,1112087
924,5,1,2,2,625998
2708,2,1,1,2,890751
3749,4,1,1,2,1474193
1128,4,3,2,0,643815
1394,5,2,1,2,847978
3037,4,1,2,0,1148290
3564,3,2,2,1,1349311
2874,5,1,1,1,1179937
1097,1,2,2,1,464000
3562,2,1,1,2,1272580
2836,2,2,2,1,1129647
1092,2,1,1,2,597089
2187,3,1,1,0,893236
1072,1,2,2,1,426098
3925,5,2,1,0,1437221
2575,5,3,1,2,1219446
3501,2,2,1,2,1210435
2590,1,1,2,1,942797
2204,1,1,2,1,802897
2970,1,2,1,2,1116935
676,4,3,1,1,553297
1028,4,2,2,1,621871
2133,2,1,2,0,912962
1465,1,1,2,2,630662
2017,1,3,1,0,792836
697,5,2,2,1,539969
3157,5,1,1,0,1189767
3389,2,1,2,2,1203726
1352,1,1,1,0,430658
2037,2,2,2,0,795001
2569,5,2,1,1,1155747
3683,5,3,2,2,1563989
1580,4,1,2,1,741899
3637,2,1,1,1,1402898
3389,2,3,2,2,1340367
597,1,1,2,0,297601
3715,1,3,2,1,1366571
2403,4,3,2,0,1021925
934,3,1,1,2,522895
1136,3,2,1,1,567771
3657,3,2,2,0,1286511
1087,2,2,1,0,532731
843,2,2,1,1,447604
1817,5,1,1,2,878514
2479,2,3,1,0,952343
1070,2,3,1,2,516094
1110,2,1,2,1,597416
2227,4,2,1,0,960536
2790,2,3,2,0,1053651
2354,1,1,1,0,740739
3108,1,1,2,2,1152569
1459,5,2,2,0,833565
2579,4,1,2,0,1043775
2938,1,3,1,1,992193
2824,4,3,1,0,1240146
1031,4,1,2,2,591060
1677,5,3,2,1,864524
2930,4,1,1,1,1141543
1591,2,3,1,0,706056
2401,4,2,2,1,1026868
1383,5,3,1,0,605538
2761,5,2,1,1,1185781
2178,5,2,1,2,1059529
2923,1,1,1,0,932347
3291,2,2,1,2,1275327
2760,1,3,1,0,1031743
2626,3,3,2,2,1121238
2249,2,2,2,2,853995
3175,4,1,2,1,1251443
3151,5,2,2,0,1313046
1281,3,3,2,1,675203
3952,2,3,2,2,1490166
3548,1,2,1,0,1176363
3227,5,2,1,2,1314518
2605,1,2,2,2,928181
3597,2,3,2,2,1316538
1380,2,3,2,2,666500
946,3,3,1,1,549494
2613,4,1,1,2,1052348
2283,1,3,1,1,906104
1777,3,3,1,2,898234
2491,5,1,2,0,1003207
1567,4,1,2,2,844073
3668,3,1,2,2,1384123
2077,1,1,2,0,698446
1511,2,1,1,0,586805
2774,5,1,1,2,1176399
1273,1,2,2,2,479149
3226,4,2,1,1,1258462
2314,4,2,1,0,1000477
3148,2,2,1,0,1087181
2926,2,3,1,1,1028807
1701,5,1,2,2,870232
1950,5,3,1,2,1085412
3256,2,1,2,0,1111138
806,2,1,1,1,372447
1278,4,3,1,2,713375
3051,2,2,2,0,1193786
2815,3,3,2,2,1071879
507,1,3,1,2,380591
3055,2,1,1,2,1072953
975,5,1,2,0,593264
1820,3,1,1,1,710491
2711,5,2,1,1,1145851
984,3,3,2,2,556135
3643,2,3,1,1,1290784
3114,1,2,1,2,970925
1404,5,3,1,0,694504
1058,3,3,1,0,594236
2467,4,1,1,0,1053211
2785,2,2,2,2,1226991
1627,1,1,1,1,649327
1733,2,2,2,0,694165
3101,4,1,2,2,1131118
3375,1,3,1,1,1214488
967,4,2,2,1,532473
3839,2,2,1,1,1306341
2933,3,1,2,2,1174201
3322,2,2,2,2,1241310
1347,2,3,2,2,617646
2934,2,3,1,0,1004880
3424,5,3,2,2,1447812
758,4,1,2,0,514184
782,4,2,2,0,609793
2149,4,1,1,0,770093
2398,5,3,1,2,1115310
539,3,2,2,0,457538
3033,2,3,2,2,1148887
3476,3,2,2,2,1242967
2767,5,2,2,0,1133860
3700,4,1,1,0,1361870
1514,2,2,1,0,609849
3571,1,3,1,2,1276494
1112,1,2,2,2,577567
3475,3,3,1,0,1282533
2415,4,1,2,0,1055486
1187,1,3,2,1,545317
1112,3,2,2,0,600546
2807,5,3,1,1,1211244
3537,3,3,2,1,1374341
3513,3,2,1,2,1340837
2913,3,3,2,2,1215990
2281,2,2,1,1,879462
2310,3,1,2,1,761460
3091,3,3,1,0,1217076
3196,2,1,2,1,1045285
2047,2,3,1,0,793755
2430,5,3,2,2,1019437
3361,4,1,2,0,1363227
3587,1,3,2,2,1306965
1652,1,3,1,1,654309
1074,3,1,2,1,628145
3680,5,3,2,1,1525601
2410,3,2,2,0,979229
1512,1,3,1,2,663357
1169,2,3,2,2,591596
768,4,3,2,2,528415
3733,5,1,1,2,1497944
1783,2,2,2,2,761351
1423,4,2,1,0,618943
1625,5,3,2,2,922868
2029,5,1,1,1,925742
2258,1,1,1,2,892390
2094,2,2,1,1,836626
746,5,1,2,0,484747
2060,5,3,2,0,908492
2678,4,3,1,1,1191614
2900,1,1,2,2,1016818
2743,3,3,2,0,1059609
2439,1,2,1,0,825716
1429,3,3,1,0,753617
3953,2,1,1,2,1389490
3569,2,2,1,1,1320558
3192,5,3,2,1,1364860
726,2,2,2,2,405968
3248,5,1,2,0,1383728
764,1,3,2,2,419647
1895,2,3,2,2,868720
1957,1,2,2,1,806310
1145,1,3,1,2,533813
2758,2,3,2,2,1031738
3948,1,3,2,0,1330492
1918,2,3,2,0,839259
1973,2,1,1,1,783591
3490,2,3,1,0,1322033
1887,3,2,2,2,903064
2399,1,1,1,2,802051
3004,4,2,1,2,1283382
3272,2,2,2,1,1145291
1749,1,2,2,0,704439
1481,5,1,2,2,915373
1654,2,1,1,0,661824
1087,2,1,1,0,387160
975,4,3,2,0,606205
2321,3,2,1,0,1035041
1485,3,1,1,1,650145
3848,2,2,1,1,1415749
2703,1,1,2,1,898068
1741,5,1,2,2,854516
689,5,1,2,2,545914
1940,1,2,2,2,859545
1480,2,3,2,1,673703
2198,5,1,1,0,865127
2215,3,1,1,1,998599
3093,1,1,1,2,1069273
540,4,3,1,2,534733
2854,2,2,1,0,955857
1442,1,2,1,1,590488
837,5,2,2,0,602054
1837,2,2,2,1,717787
1598,3,1,1,2,742797
3500,2,3,2,0,1194681
2826,2,1,1,0,949134
3747,3,3,1,1,1459697
1395,3,2,2,1,647208
2820,2,3,2,1,1066332
3384,3,1,1,2,1249700
3167,1,1,2,1,1066502
2174,3,2,1,2,946744
3409,3,1,1,1,1246498
1430,2,1,1,1,518667
788,1,3,1,2,389656
1223,4,1,1,1,589748
3440,4,2,2,2,1338829
2819,5,2,1,2,1211298
2453,3,1,2,1,986214
1589,3,2,1,1,603303
982,1,3,2,0,525852
1435,4,3,1,1,750956
2795,5,1,2,0,1102480
655,1,1,1,1,359116
1570,3,3,1,2,655720
2458,4,2,2,2,988613
3001,5,1,2,0,1326757
2748,2,1,2,1,1016715
2183,4,2,2,0,918037
623,5,1,2,1,527324
2548,1,2,2,1,920321
1467,2,2,1,2,651888
1354,5,2,1,0,760656
1139,5,2,1,2,691798
2738,3,2,2,2,1119134
2102,4,3,2,2,982698
3063,3,2,2,0,1127856
941,2,3,1,1,451996
2444,5,2,2,1,1164153
2338,3,1,1,0,933770
2329,4,3,2,1,1095553
2690,2,1,2,0,977188
3762,1,2,2,0,1289883
1032,3,2,1,1,545681
2774,2,1,2,2,1090074
1836,1,2,1,0,663557
1448,3,1,2,0,605198
3873,2,2,2,0,1387963
2519,2,2,2,0,948093
959,3,3,2,1,595195
3972,2,1,1,1,1392156
1050,5,2,2,0,636043
892,3,1,1,2,486653
2287,2,3,2,1,915579
1344,1,1,2,2,617539
3778,1,3,2,2,1344115
2757,5,1,1,0,1134918
1638,3,1,2,1,668577
1145,2,3,1,0,590039
3822,2,2,1,0,1348005
2766,1,2,2,2,968038
2954,5,2,1,2,1342349
1966,1,1,2,2,756659
1877,1,1,1,0,631919
3435,5,2,1,0,1360357
3105,3,1,1,0,1113071
3097,2,1,1,0,1156293
641,3,2,2,0,488959
3159,4,3,1,0,1280401
1000,4,1,2,0,655842
1339,4,1,1,0,599788
3249,5,1,2,1,1348494
2182,1,1,2,1,816962
2065,3,3,1,1,882977
2546,2,2,1,1,947500
2030,4,1,2,0,925158
1095,3,2,1,0,600994
2404,4,1,1,2,930086
780,4,3,1,2,664821
923,2,2,1,1,529037
3403,5,3,1,2,1396823
769,1,1,1,1,306137
653,5,3,1,0,611422
3161,3,3,1,0,1233120
2250,5,1,1,2,1040820
1161,3,1,2,0,596842
2467,3,2,1,0,1030827
582,1,1,1,1,332396
3494,2,2,1,2,1231506
3446,1,3,1,0,1164177
1949,5,3,1,2,992497
1798,3,2,2,0,903887
2831,4,1,2,1,1126810
1479,4,1,1,0,711856
2720,3,3,2,2,1170729
3898,1,2,1,2,1308439
3634,2,3,1,1,1355074
3644,1,3,2,0,1273898
3310,3,1,2,1,1290494
2159,3,2,2,2,880470
1898,2,3,2,1,930094
1132,5,1,2,0,643975
2031,5,3,1,0,995373
1286,2,3,1,1,611044
3490,5,1,1,2,1323067
3559,4,1,2,2,1409362
897,5,2,1,1,600884
1643,5,3,2,0,899185
1433,5,2,1,0,719643
1960,4,1,2,0,845009
2352,5,1,2,0,1010877
3223,4,3,1,2,1334430
3483,2,2,1,0,1240292
3012,1,2,1,1,1039770
785,2,3,1,1,442002
764,1,3,2,1,439945
2867,2,2,1,1,1064985
3220,1,1,2,0,1092446
3947,1,1,1,2,1412567
3367,3,3,1,0,1297696
2636,1,2,1,2,1047001
2177,1,2,1,0,779624
1726,3,2,1,2,775379
1320,5,1,2,1,705728
2262,5,1,1,1,1008695
3548,3,2,2,2,1328116
2881,4,2,1,2,1150892
2769,1,3,2,2,945684
540,1,3,1,1,410292
2231,3,2,1,1,895136
567,3,2,1,0,473848
1487,4,1,2,2,741287
2299,5,2,2,2,1101929
3061,2,3,1,2,1162014
2121,5,1,1,1,972035
2155,1,3,1,2,786048
3698,3,3,2,2,1478517
1778,4,1,1,1,780057
1194,5,3,2,2,814483
3587,4,2,1,0,1283066
3024,5,3,2,1,1264474
1585,1,1,2,1,629089
3428,2,1,2,1,1205218
2979,4,1,1,0,1166543
2193,4,3,2,1,1013279
2815,2,2,1,1,1130897
1558,4,1,2,1,779417
1278,4,2,1,1,656765
993,5,1,2,0,598238
2085,5,2,2,2,1065706
1992,2,2,1,2,731182
2290,1,2,1,1,859959
1160,4,1,2,0,562210
1848,1,3,2,1,804861
1827,2,3,1,2,766488
1799,2,3,2,2,826011
2486,5,2,2,0,1097659
3560,4,1,1,2,1278665
2544,3,2,1,1,1040215
3772,2,1,1,0,1245556
2428,4,2,2,2,1098492
1847,1,1,2,1,639000
1558,5,1,2,0,799503
1476,1,1,1,1,559753
981,2,2,2,2,494170
1227,2,3,1,1,662087
3027,1,2,1,0,1039777
3636,2,2,2,1,1284717
1531,4,1,1,2,754237
3872,2,1,2,0,1258815
842,5,3,1,0,735184
1947,4,3,1,2,869815
2879,3,1,1,1,1106289
2985,2,3,2,1,1143555
2721,2,3,1,2,1115321
3106,5,1,2,0,1260696
1026,5,2,1,2,635885
2396,1,3,1,0,785901
1158,1,1,1,0,358394
2573,1,3,2,1,954999
1319,5,3,2,2,874217
3152,1,1,2,0,981992
905,1,3,2,1,558968
2779,3,3,2,2,1198046
3080,1,3,1,2,1046564
2073,2,2,1,0,747641
2311,5,2,2,0,994078
1004,4,3,2,0,646164
678,3,1,2,2,450589
631,5,3,2,0,564618
2346,5,3,1,2,1068568
1978,2,2,2,1,817309
2895,1,2,2,2,1090356
3087,2,2,2,0,1119690
1271,1,3,2,2,558166
1929,1,3,1,0,788305
2623,5,1,1,1,1090832
1078,1,3,2,0,530998
3401,3,3,1,0,1275305
2015,3,2,1,0,888752
693,3,2,2,0,519562
2507,5,2,2,0,1162015
1685,2,2,1,0,657906
2894,4,2,1,1,1135094
3498,1,1,1,1,1208086
